run_order,run_id,method,task,run_num,seed
1507,20260519_bmad_29_J,bmad,J,29,1d9b2c16497b3e9f
1508,20260519_bigpowers_25_C,bigpowers,C,25,1d9b2c16497b3e9f
1509,20260519_superpowers_10_A,superpowers,A,10,1d9b2c16497b3e9f
1510,20260519_bmad_3_G,bmad,G,3,1d9b2c16497b3e9f
1511,20260519_bmad_22_G,bmad,G,22,1d9b2c16497b3e9f
1512,20260519_acps_28_F,acps,F,28,1d9b2c16497b3e9f
1513,20260519_spec-kit_9_F,spec-kit,F,9,1d9b2c16497b3e9f
1514,20260519_bigpowers_26_J,bigpowers,J,26,1d9b2c16497b3e9f
1515,20260519_acps_24_C,acps,C,24,1d9b2c16497b3e9f
1516,20260519_bigpowers_21_A,bigpowers,A,21,1d9b2c16497b3e9f
1517,20260519_spec-kit_22_I,spec-kit,I,22,1d9b2c16497b3e9f
1518,20260519_gsd_27_D,gsd,D,27,1d9b2c16497b3e9f
1519,20260519_bmad_10_E,bmad,E,10,1d9b2c16497b3e9f
1520,20260519_gsd_16_C,gsd,C,16,1d9b2c16497b3e9f
1521,20260519_superpowers_14_I,superpowers,I,14,1d9b2c16497b3e9f
1522,20260519_bmad_6_C,bmad,C,6,1d9b2c16497b3e9f
1523,20260519_bigpowers_7_E,bigpowers,E,7,1d9b2c16497b3e9f
1524,20260519_bare_30_E,bare,E,30,1d9b2c16497b3e9f
1525,20260519_superpowers_27_B,superpowers,B,27,1d9b2c16497b3e9f
1526,20260519_gsd_19_A,gsd,A,19,1d9b2c16497b3e9f
1527,20260519_acps_19_F,acps,F,19,1d9b2c16497b3e9f
1528,20260519_bmad_4_I,bmad,I,4,1d9b2c16497b3e9f
1529,20260519_superpowers_9_I,superpowers,I,9,1d9b2c16497b3e9f
1530,20260519_acps_3_I,acps,I,3,1d9b2c16497b3e9f
1531,20260519_bmad_19_B,bmad,B,19,1d9b2c16497b3e9f
1532,20260519_bigpowers_26_H,bigpowers,H,26,1d9b2c16497b3e9f
1533,20260519_acps_11_A,acps,A,11,1d9b2c16497b3e9f
1534,20260519_bigpowers_7_H,bigpowers,H,7,1d9b2c16497b3e9f
1535,20260519_superpowers_17_I,superpowers,I,17,1d9b2c16497b3e9f
1536,20260519_bare_5_A,bare,A,5,1d9b2c16497b3e9f
1537,20260519_bmad_9_D,bmad,D,9,1d9b2c16497b3e9f
1538,20260519_bmad_7_E,bmad,E,7,1d9b2c16497b3e9f
1539,20260519_gsd_28_E,gsd,E,28,1d9b2c16497b3e9f
1540,20260519_acps_22_F,acps,F,22,1d9b2c16497b3e9f
1541,20260519_gsd_21_A,gsd,A,21,1d9b2c16497b3e9f
1542,20260519_spec-kit_20_H,spec-kit,H,20,1d9b2c16497b3e9f
1543,20260519_spec-kit_12_I,spec-kit,I,12,1d9b2c16497b3e9f
1544,20260519_bare_17_D,bare,D,17,1d9b2c16497b3e9f
1545,20260519_bigpowers_4_A,bigpowers,A,4,1d9b2c16497b3e9f
1546,20260519_bare_20_C,bare,C,20,1d9b2c16497b3e9f
1547,20260519_bmad_9_C,bmad,C,9,1d9b2c16497b3e9f
1548,20260519_bare_23_G,bare,G,23,1d9b2c16497b3e9f
1549,20260519_bigpowers_6_F,bigpowers,F,6,1d9b2c16497b3e9f
1550,20260519_spec-kit_26_H,spec-kit,H,26,1d9b2c16497b3e9f
1551,20260519_bmad_29_E,bmad,E,29,1d9b2c16497b3e9f
1552,20260519_bigpowers_10_F,bigpowers,F,10,1d9b2c16497b3e9f
1553,20260519_bigpowers_28_D,bigpowers,D,28,1d9b2c16497b3e9f
1554,20260519_gsd_19_F,gsd,F,19,1d9b2c16497b3e9f
1555,20260519_acps_16_F,acps,F,16,1d9b2c16497b3e9f
1556,20260519_acps_2_G,acps,G,2,1d9b2c16497b3e9f
1557,20260519_gsd_7_G,gsd,G,7,1d9b2c16497b3e9f
1558,20260519_bare_13_G,bare,G,13,1d9b2c16497b3e9f
1559,20260519_bare_27_E,bare,E,27,1d9b2c16497b3e9f
1560,20260519_bigpowers_12_C,bigpowers,C,12,1d9b2c16497b3e9f
1561,20260519_acps_11_B,acps,B,11,1d9b2c16497b3e9f
1562,20260519_superpowers_22_C,superpowers,C,22,1d9b2c16497b3e9f
1563,20260519_spec-kit_23_C,spec-kit,C,23,1d9b2c16497b3e9f
1564,20260519_gsd_3_C,gsd,C,3,1d9b2c16497b3e9f
1565,20260519_gsd_18_F,gsd,F,18,1d9b2c16497b3e9f
1566,20260519_acps_23_F,acps,F,23,1d9b2c16497b3e9f
1567,20260519_superpowers_19_B,superpowers,B,19,1d9b2c16497b3e9f
1568,20260519_bmad_20_J,bmad,J,20,1d9b2c16497b3e9f
1569,20260519_spec-kit_4_B,spec-kit,B,4,1d9b2c16497b3e9f
1570,20260519_gsd_29_E,gsd,E,29,1d9b2c16497b3e9f
1571,20260519_bigpowers_4_I,bigpowers,I,4,1d9b2c16497b3e9f
1572,20260519_superpowers_19_I,superpowers,I,19,1d9b2c16497b3e9f
1573,20260519_spec-kit_23_I,spec-kit,I,23,1d9b2c16497b3e9f
1574,20260519_superpowers_21_H,superpowers,H,21,1d9b2c16497b3e9f
1575,20260519_superpowers_12_H,superpowers,H,12,1d9b2c16497b3e9f
1576,20260519_acps_13_E,acps,E,13,1d9b2c16497b3e9f
1577,20260519_bmad_4_J,bmad,J,4,1d9b2c16497b3e9f
1578,20260519_acps_23_J,acps,J,23,1d9b2c16497b3e9f
1579,20260519_bare_24_G,bare,G,24,1d9b2c16497b3e9f
1580,20260519_superpowers_12_E,superpowers,E,12,1d9b2c16497b3e9f
1581,20260519_acps_7_I,acps,I,7,1d9b2c16497b3e9f
1582,20260519_acps_14_J,acps,J,14,1d9b2c16497b3e9f
1583,20260519_spec-kit_28_G,spec-kit,G,28,1d9b2c16497b3e9f
1584,20260519_spec-kit_27_J,spec-kit,J,27,1d9b2c16497b3e9f
1585,20260519_gsd_22_I,gsd,I,22,1d9b2c16497b3e9f
1586,20260519_acps_16_G,acps,G,16,1d9b2c16497b3e9f
1587,20260519_bare_19_B,bare,B,19,1d9b2c16497b3e9f
1588,20260519_gsd_3_F,gsd,F,3,1d9b2c16497b3e9f
1589,20260519_superpowers_9_E,superpowers,E,9,1d9b2c16497b3e9f
1590,20260519_spec-kit_24_F,spec-kit,F,24,1d9b2c16497b3e9f
1591,20260519_bigpowers_18_J,bigpowers,J,18,1d9b2c16497b3e9f
1592,20260519_bmad_30_F,bmad,F,30,1d9b2c16497b3e9f
1593,20260519_gsd_28_I,gsd,I,28,1d9b2c16497b3e9f
1594,20260519_bigpowers_3_C,bigpowers,C,3,1d9b2c16497b3e9f
1595,20260519_bmad_22_A,bmad,A,22,1d9b2c16497b3e9f
1596,20260519_gsd_9_A,gsd,A,9,1d9b2c16497b3e9f
1597,20260519_bmad_26_A,bmad,A,26,1d9b2c16497b3e9f
1598,20260519_gsd_29_F,gsd,F,29,1d9b2c16497b3e9f
1599,20260519_gsd_14_J,gsd,J,14,1d9b2c16497b3e9f
1600,20260519_bare_7_D,bare,D,7,1d9b2c16497b3e9f
1601,20260519_bigpowers_25_J,bigpowers,J,25,1d9b2c16497b3e9f
1602,20260519_spec-kit_18_H,spec-kit,H,18,1d9b2c16497b3e9f
1603,20260519_spec-kit_27_G,spec-kit,G,27,1d9b2c16497b3e9f
1604,20260519_bare_18_F,bare,F,18,1d9b2c16497b3e9f
1605,20260519_spec-kit_25_A,spec-kit,A,25,1d9b2c16497b3e9f
1606,20260519_spec-kit_10_F,spec-kit,F,10,1d9b2c16497b3e9f
1607,20260519_superpowers_28_J,superpowers,J,28,1d9b2c16497b3e9f
1608,20260519_bare_9_I,bare,I,9,1d9b2c16497b3e9f
1609,20260519_superpowers_10_E,superpowers,E,10,1d9b2c16497b3e9f
1610,20260519_gsd_22_A,gsd,A,22,1d9b2c16497b3e9f
1611,20260519_acps_24_D,acps,D,24,1d9b2c16497b3e9f
1612,20260519_bmad_18_J,bmad,J,18,1d9b2c16497b3e9f
1613,20260519_spec-kit_18_I,spec-kit,I,18,1d9b2c16497b3e9f
1614,20260519_spec-kit_3_H,spec-kit,H,3,1d9b2c16497b3e9f
1615,20260519_gsd_23_A,gsd,A,23,1d9b2c16497b3e9f
1616,20260519_bigpowers_20_D,bigpowers,D,20,1d9b2c16497b3e9f
1617,20260519_acps_12_C,acps,C,12,1d9b2c16497b3e9f
1618,20260519_bare_4_B,bare,B,4,1d9b2c16497b3e9f
1619,20260519_spec-kit_26_A,spec-kit,A,26,1d9b2c16497b3e9f
1620,20260519_bmad_16_A,bmad,A,16,1d9b2c16497b3e9f
1621,20260519_bare_7_I,bare,I,7,1d9b2c16497b3e9f
1622,20260519_bmad_10_I,bmad,I,10,1d9b2c16497b3e9f
1623,20260519_bigpowers_3_F,bigpowers,F,3,1d9b2c16497b3e9f
1624,20260519_acps_1_H,acps,H,1,1d9b2c16497b3e9f
1625,20260519_bmad_4_F,bmad,F,4,1d9b2c16497b3e9f
1626,20260519_superpowers_20_E,superpowers,E,20,1d9b2c16497b3e9f
1627,20260519_bigpowers_7_G,bigpowers,G,7,1d9b2c16497b3e9f
1628,20260519_spec-kit_16_B,spec-kit,B,16,1d9b2c16497b3e9f
1629,20260519_bigpowers_27_H,bigpowers,H,27,1d9b2c16497b3e9f
1630,20260519_acps_24_A,acps,A,24,1d9b2c16497b3e9f
1631,20260519_bigpowers_10_D,bigpowers,D,10,1d9b2c16497b3e9f
1632,20260519_bare_26_H,bare,H,26,1d9b2c16497b3e9f
1633,20260519_gsd_13_D,gsd,D,13,1d9b2c16497b3e9f
1634,20260519_bigpowers_23_D,bigpowers,D,23,1d9b2c16497b3e9f
1635,20260519_gsd_2_I,gsd,I,2,1d9b2c16497b3e9f
1636,20260519_superpowers_22_F,superpowers,F,22,1d9b2c16497b3e9f
1637,20260519_bare_28_E,bare,E,28,1d9b2c16497b3e9f
1638,20260519_bmad_21_H,bmad,H,21,1d9b2c16497b3e9f
1639,20260519_spec-kit_4_E,spec-kit,E,4,1d9b2c16497b3e9f
1640,20260519_bigpowers_17_I,bigpowers,I,17,1d9b2c16497b3e9f
1641,20260519_bmad_22_J,bmad,J,22,1d9b2c16497b3e9f
1642,20260519_bigpowers_16_I,bigpowers,I,16,1d9b2c16497b3e9f
1643,20260519_superpowers_18_C,superpowers,C,18,1d9b2c16497b3e9f
1644,20260519_gsd_11_E,gsd,E,11,1d9b2c16497b3e9f
1645,20260519_gsd_29_C,gsd,C,29,1d9b2c16497b3e9f
1646,20260519_spec-kit_29_E,spec-kit,E,29,1d9b2c16497b3e9f
1647,20260519_bare_26_A,bare,A,26,1d9b2c16497b3e9f
1648,20260519_superpowers_23_G,superpowers,G,23,1d9b2c16497b3e9f
1649,20260519_bare_9_J,bare,J,9,1d9b2c16497b3e9f
1650,20260519_bigpowers_4_F,bigpowers,F,4,1d9b2c16497b3e9f
1651,20260519_acps_27_E,acps,E,27,1d9b2c16497b3e9f
1652,20260519_spec-kit_26_C,spec-kit,C,26,1d9b2c16497b3e9f
1653,20260519_acps_26_C,acps,C,26,1d9b2c16497b3e9f
1654,20260519_bigpowers_5_H,bigpowers,H,5,1d9b2c16497b3e9f
1655,20260519_spec-kit_8_E,spec-kit,E,8,1d9b2c16497b3e9f
1656,20260519_spec-kit_15_E,spec-kit,E,15,1d9b2c16497b3e9f
1657,20260519_superpowers_9_D,superpowers,D,9,1d9b2c16497b3e9f
1658,20260519_superpowers_23_E,superpowers,E,23,1d9b2c16497b3e9f
1659,20260519_acps_24_F,acps,F,24,1d9b2c16497b3e9f
1660,20260519_superpowers_24_E,superpowers,E,24,1d9b2c16497b3e9f
1661,20260519_gsd_20_J,gsd,J,20,1d9b2c16497b3e9f
1662,20260519_gsd_26_A,gsd,A,26,1d9b2c16497b3e9f
1663,20260519_bare_14_E,bare,E,14,1d9b2c16497b3e9f
1664,20260519_bare_25_F,bare,F,25,1d9b2c16497b3e9f
1665,20260519_bmad_21_C,bmad,C,21,1d9b2c16497b3e9f
1666,20260519_spec-kit_7_H,spec-kit,H,7,1d9b2c16497b3e9f
1667,20260519_bigpowers_22_A,bigpowers,A,22,1d9b2c16497b3e9f
1668,20260519_superpowers_6_G,superpowers,G,6,1d9b2c16497b3e9f
1669,20260519_superpowers_29_C,superpowers,C,29,1d9b2c16497b3e9f
1670,20260519_bmad_8_I,bmad,I,8,1d9b2c16497b3e9f
1671,20260519_bmad_2_J,bmad,J,2,1d9b2c16497b3e9f
1672,20260519_bigpowers_9_B,bigpowers,B,9,1d9b2c16497b3e9f
1673,20260519_gsd_23_F,gsd,F,23,1d9b2c16497b3e9f
1674,20260519_acps_13_F,acps,F,13,1d9b2c16497b3e9f
1675,20260519_superpowers_30_H,superpowers,H,30,1d9b2c16497b3e9f
1676,20260519_bigpowers_16_J,bigpowers,J,16,1d9b2c16497b3e9f
1677,20260519_superpowers_11_E,superpowers,E,11,1d9b2c16497b3e9f
1678,20260519_bmad_25_C,bmad,C,25,1d9b2c16497b3e9f
1679,20260519_bare_3_I,bare,I,3,1d9b2c16497b3e9f
1680,20260519_bigpowers_30_C,bigpowers,C,30,1d9b2c16497b3e9f
1681,20260519_superpowers_8_F,superpowers,F,8,1d9b2c16497b3e9f
1682,20260519_bmad_22_D,bmad,D,22,1d9b2c16497b3e9f
1683,20260519_acps_15_B,acps,B,15,1d9b2c16497b3e9f
1684,20260519_bigpowers_28_B,bigpowers,B,28,1d9b2c16497b3e9f
1685,20260519_superpowers_16_D,superpowers,D,16,1d9b2c16497b3e9f
1686,20260519_spec-kit_10_C,spec-kit,C,10,1d9b2c16497b3e9f
1687,20260519_gsd_1_B,gsd,B,1,1d9b2c16497b3e9f
1688,20260519_gsd_4_D,gsd,D,4,1d9b2c16497b3e9f
1689,20260519_superpowers_10_C,superpowers,C,10,1d9b2c16497b3e9f
1690,20260519_bmad_25_D,bmad,D,25,1d9b2c16497b3e9f
1691,20260519_bare_2_B,bare,B,2,1d9b2c16497b3e9f
1692,20260519_bigpowers_15_J,bigpowers,J,15,1d9b2c16497b3e9f
1693,20260519_bigpowers_11_I,bigpowers,I,11,1d9b2c16497b3e9f
1694,20260519_bare_28_F,bare,F,28,1d9b2c16497b3e9f
1695,20260519_bigpowers_7_B,bigpowers,B,7,1d9b2c16497b3e9f
1696,20260519_bmad_8_G,bmad,G,8,1d9b2c16497b3e9f
1697,20260519_bigpowers_18_A,bigpowers,A,18,1d9b2c16497b3e9f
1698,20260519_bare_8_I,bare,I,8,1d9b2c16497b3e9f
1699,20260519_spec-kit_19_G,spec-kit,G,19,1d9b2c16497b3e9f
1700,20260519_gsd_19_E,gsd,E,19,1d9b2c16497b3e9f
1701,20260519_gsd_25_G,gsd,G,25,1d9b2c16497b3e9f
1702,20260519_bigpowers_22_J,bigpowers,J,22,1d9b2c16497b3e9f
1703,20260519_superpowers_4_J,superpowers,J,4,1d9b2c16497b3e9f
1704,20260519_spec-kit_16_E,spec-kit,E,16,1d9b2c16497b3e9f
1705,20260519_superpowers_20_G,superpowers,G,20,1d9b2c16497b3e9f
1706,20260519_bare_7_H,bare,H,7,1d9b2c16497b3e9f
1707,20260519_superpowers_15_G,superpowers,G,15,1d9b2c16497b3e9f
1708,20260519_bigpowers_28_G,bigpowers,G,28,1d9b2c16497b3e9f
1709,20260519_bare_4_H,bare,H,4,1d9b2c16497b3e9f
1710,20260519_acps_12_A,acps,A,12,1d9b2c16497b3e9f
1711,20260519_bare_21_B,bare,B,21,1d9b2c16497b3e9f
1712,20260519_acps_26_E,acps,E,26,1d9b2c16497b3e9f
1713,20260519_bigpowers_18_G,bigpowers,G,18,1d9b2c16497b3e9f
1714,20260519_bigpowers_9_C,bigpowers,C,9,1d9b2c16497b3e9f
1715,20260519_spec-kit_29_G,spec-kit,G,29,1d9b2c16497b3e9f
1716,20260519_gsd_23_E,gsd,E,23,1d9b2c16497b3e9f
1717,20260519_acps_23_G,acps,G,23,1d9b2c16497b3e9f
1718,20260519_superpowers_8_J,superpowers,J,8,1d9b2c16497b3e9f
1719,20260519_gsd_5_H,gsd,H,5,1d9b2c16497b3e9f
1720,20260519_spec-kit_19_E,spec-kit,E,19,1d9b2c16497b3e9f
1721,20260519_bmad_16_F,bmad,F,16,1d9b2c16497b3e9f
1722,20260519_spec-kit_10_H,spec-kit,H,10,1d9b2c16497b3e9f
1723,20260519_gsd_23_B,gsd,B,23,1d9b2c16497b3e9f
1724,20260519_spec-kit_25_E,spec-kit,E,25,1d9b2c16497b3e9f
1725,20260519_bmad_4_H,bmad,H,4,1d9b2c16497b3e9f
1726,20260519_spec-kit_2_I,spec-kit,I,2,1d9b2c16497b3e9f
1727,20260519_bare_4_I,bare,I,4,1d9b2c16497b3e9f
1728,20260519_bare_14_G,bare,G,14,1d9b2c16497b3e9f
1729,20260519_gsd_3_G,gsd,G,3,1d9b2c16497b3e9f
1730,20260519_superpowers_21_F,superpowers,F,21,1d9b2c16497b3e9f
1731,20260519_bigpowers_16_H,bigpowers,H,16,1d9b2c16497b3e9f
1732,20260519_superpowers_19_C,superpowers,C,19,1d9b2c16497b3e9f
1733,20260519_acps_8_H,acps,H,8,1d9b2c16497b3e9f
1734,20260519_bigpowers_6_E,bigpowers,E,6,1d9b2c16497b3e9f
1735,20260519_bigpowers_14_B,bigpowers,B,14,1d9b2c16497b3e9f
1736,20260519_bare_4_C,bare,C,4,1d9b2c16497b3e9f
1737,20260519_superpowers_30_F,superpowers,F,30,1d9b2c16497b3e9f
1738,20260519_superpowers_29_A,superpowers,A,29,1d9b2c16497b3e9f
1739,20260519_bigpowers_23_E,bigpowers,E,23,1d9b2c16497b3e9f
1740,20260519_superpowers_11_J,superpowers,J,11,1d9b2c16497b3e9f
1741,20260519_bare_2_D,bare,D,2,1d9b2c16497b3e9f
1742,20260519_superpowers_24_C,superpowers,C,24,1d9b2c16497b3e9f
1743,20260519_acps_2_I,acps,I,2,1d9b2c16497b3e9f
1744,20260519_acps_18_C,acps,C,18,1d9b2c16497b3e9f
1745,20260519_gsd_23_G,gsd,G,23,1d9b2c16497b3e9f
1746,20260519_superpowers_10_B,superpowers,B,10,1d9b2c16497b3e9f
1747,20260519_superpowers_12_A,superpowers,A,12,1d9b2c16497b3e9f
1748,20260519_gsd_10_I,gsd,I,10,1d9b2c16497b3e9f
1749,20260519_acps_28_B,acps,B,28,1d9b2c16497b3e9f
1750,20260519_spec-kit_18_E,spec-kit,E,18,1d9b2c16497b3e9f
1751,20260519_gsd_11_H,gsd,H,11,1d9b2c16497b3e9f
1752,20260519_superpowers_21_C,superpowers,C,21,1d9b2c16497b3e9f
1753,20260519_acps_16_B,acps,B,16,1d9b2c16497b3e9f
1754,20260519_spec-kit_4_J,spec-kit,J,4,1d9b2c16497b3e9f
1755,20260519_superpowers_29_F,superpowers,F,29,1d9b2c16497b3e9f
1756,20260519_bare_25_H,bare,H,25,1d9b2c16497b3e9f
1757,20260519_gsd_19_C,gsd,C,19,1d9b2c16497b3e9f
1758,20260519_bmad_19_F,bmad,F,19,1d9b2c16497b3e9f
1759,20260519_spec-kit_26_E,spec-kit,E,26,1d9b2c16497b3e9f
1760,20260519_gsd_28_A,gsd,A,28,1d9b2c16497b3e9f
1761,20260519_spec-kit_25_G,spec-kit,G,25,1d9b2c16497b3e9f
1762,20260519_gsd_24_F,gsd,F,24,1d9b2c16497b3e9f
1763,20260519_bmad_20_C,bmad,C,20,1d9b2c16497b3e9f
1764,20260519_spec-kit_29_I,spec-kit,I,29,1d9b2c16497b3e9f
1765,20260519_gsd_24_G,gsd,G,24,1d9b2c16497b3e9f
1766,20260519_superpowers_12_B,superpowers,B,12,1d9b2c16497b3e9f
1767,20260519_spec-kit_29_H,spec-kit,H,29,1d9b2c16497b3e9f
1768,20260519_spec-kit_8_D,spec-kit,D,8,1d9b2c16497b3e9f
1769,20260519_superpowers_15_C,superpowers,C,15,1d9b2c16497b3e9f
1770,20260519_bmad_7_F,bmad,F,7,1d9b2c16497b3e9f
1771,20260519_spec-kit_14_D,spec-kit,D,14,1d9b2c16497b3e9f
1772,20260519_bmad_24_B,bmad,B,24,1d9b2c16497b3e9f
1773,20260519_superpowers_6_I,superpowers,I,6,1d9b2c16497b3e9f
1774,20260519_bigpowers_12_F,bigpowers,F,12,1d9b2c16497b3e9f
1775,20260519_bmad_30_E,bmad,E,30,1d9b2c16497b3e9f
1776,20260519_superpowers_3_D,superpowers,D,3,1d9b2c16497b3e9f
1777,20260519_bare_3_G,bare,G,3,1d9b2c16497b3e9f
1778,20260519_bmad_9_B,bmad,B,9,1d9b2c16497b3e9f
1779,20260519_spec-kit_20_B,spec-kit,B,20,1d9b2c16497b3e9f
1780,20260519_bigpowers_11_A,bigpowers,A,11,1d9b2c16497b3e9f
1781,20260519_gsd_20_C,gsd,C,20,1d9b2c16497b3e9f
1782,20260519_bare_30_A,bare,A,30,1d9b2c16497b3e9f
1783,20260519_bmad_11_B,bmad,B,11,1d9b2c16497b3e9f
1784,20260519_acps_13_B,acps,B,13,1d9b2c16497b3e9f
1785,20260519_gsd_18_J,gsd,J,18,1d9b2c16497b3e9f
1786,20260519_bigpowers_22_E,bigpowers,E,22,1d9b2c16497b3e9f
1787,20260519_bigpowers_5_B,bigpowers,B,5,1d9b2c16497b3e9f
1788,20260519_acps_8_C,acps,C,8,1d9b2c16497b3e9f
1789,20260519_bigpowers_19_B,bigpowers,B,19,1d9b2c16497b3e9f
1790,20260519_spec-kit_10_B,spec-kit,B,10,1d9b2c16497b3e9f
1791,20260519_superpowers_13_E,superpowers,E,13,1d9b2c16497b3e9f
1792,20260519_bare_23_A,bare,A,23,1d9b2c16497b3e9f
1793,20260519_bmad_12_H,bmad,H,12,1d9b2c16497b3e9f
1794,20260519_superpowers_13_G,superpowers,G,13,1d9b2c16497b3e9f
1795,20260519_acps_6_I,acps,I,6,1d9b2c16497b3e9f
1796,20260519_spec-kit_1_B,spec-kit,B,1,1d9b2c16497b3e9f
1797,20260519_bigpowers_11_B,bigpowers,B,11,1d9b2c16497b3e9f
1798,20260519_bmad_9_E,bmad,E,9,1d9b2c16497b3e9f
1799,20260519_spec-kit_20_C,spec-kit,C,20,1d9b2c16497b3e9f
1800,20260519_spec-kit_16_F,spec-kit,F,16,1d9b2c16497b3e9f
1801,20260519_gsd_6_H,gsd,H,6,1d9b2c16497b3e9f
1802,20260519_bigpowers_17_G,bigpowers,G,17,1d9b2c16497b3e9f
1803,20260519_gsd_6_J,gsd,J,6,1d9b2c16497b3e9f
1804,20260519_spec-kit_6_F,spec-kit,F,6,1d9b2c16497b3e9f
1805,20260519_bare_16_F,bare,F,16,1d9b2c16497b3e9f
1806,20260519_bare_21_G,bare,G,21,1d9b2c16497b3e9f
1807,20260519_acps_8_B,acps,B,8,1d9b2c16497b3e9f
1808,20260519_bmad_7_G,bmad,G,7,1d9b2c16497b3e9f
1809,20260519_bigpowers_6_B,bigpowers,B,6,1d9b2c16497b3e9f
1810,20260519_gsd_5_J,gsd,J,5,1d9b2c16497b3e9f
1811,20260519_gsd_12_J,gsd,J,12,1d9b2c16497b3e9f
1812,20260519_bare_11_J,bare,J,11,1d9b2c16497b3e9f
1813,20260519_acps_2_J,acps,J,2,1d9b2c16497b3e9f
1814,20260519_bmad_21_G,bmad,G,21,1d9b2c16497b3e9f
1815,20260519_superpowers_9_A,superpowers,A,9,1d9b2c16497b3e9f
1816,20260519_bmad_17_C,bmad,C,17,1d9b2c16497b3e9f
1817,20260519_acps_12_B,acps,B,12,1d9b2c16497b3e9f
1818,20260519_bmad_28_C,bmad,C,28,1d9b2c16497b3e9f
1819,20260519_acps_17_J,acps,J,17,1d9b2c16497b3e9f
1820,20260519_acps_4_G,acps,G,4,1d9b2c16497b3e9f
1821,20260519_gsd_6_C,gsd,C,6,1d9b2c16497b3e9f
1822,20260519_bigpowers_19_G,bigpowers,G,19,1d9b2c16497b3e9f
1823,20260519_bmad_18_I,bmad,I,18,1d9b2c16497b3e9f
1824,20260519_bare_13_B,bare,B,13,1d9b2c16497b3e9f
1825,20260519_bigpowers_15_D,bigpowers,D,15,1d9b2c16497b3e9f
1826,20260519_spec-kit_13_F,spec-kit,F,13,1d9b2c16497b3e9f
1827,20260519_superpowers_11_H,superpowers,H,11,1d9b2c16497b3e9f
1828,20260519_superpowers_20_I,superpowers,I,20,1d9b2c16497b3e9f
1829,20260519_acps_7_D,acps,D,7,1d9b2c16497b3e9f
1830,20260519_bigpowers_1_B,bigpowers,B,1,1d9b2c16497b3e9f
1831,20260519_gsd_8_B,gsd,B,8,1d9b2c16497b3e9f
1832,20260519_spec-kit_18_D,spec-kit,D,18,1d9b2c16497b3e9f
1833,20260519_bigpowers_12_A,bigpowers,A,12,1d9b2c16497b3e9f
1834,20260519_acps_29_H,acps,H,29,1d9b2c16497b3e9f
1835,20260519_spec-kit_27_F,spec-kit,F,27,1d9b2c16497b3e9f
1836,20260519_superpowers_6_J,superpowers,J,6,1d9b2c16497b3e9f
1837,20260519_superpowers_9_J,superpowers,J,9,1d9b2c16497b3e9f
1838,20260519_bmad_26_J,bmad,J,26,1d9b2c16497b3e9f
1839,20260519_bigpowers_27_I,bigpowers,I,27,1d9b2c16497b3e9f
1840,20260519_bare_24_B,bare,B,24,1d9b2c16497b3e9f
1841,20260519_spec-kit_28_H,spec-kit,H,28,1d9b2c16497b3e9f
1842,20260519_spec-kit_19_H,spec-kit,H,19,1d9b2c16497b3e9f
1843,20260519_acps_14_A,acps,A,14,1d9b2c16497b3e9f
1844,20260519_spec-kit_20_I,spec-kit,I,20,1d9b2c16497b3e9f
1845,20260519_spec-kit_29_A,spec-kit,A,29,1d9b2c16497b3e9f
1846,20260519_spec-kit_20_G,spec-kit,G,20,1d9b2c16497b3e9f
1847,20260519_bare_21_E,bare,E,21,1d9b2c16497b3e9f
1848,20260519_bare_23_D,bare,D,23,1d9b2c16497b3e9f
1849,20260519_bigpowers_2_C,bigpowers,C,2,1d9b2c16497b3e9f
1850,20260519_superpowers_10_H,superpowers,H,10,1d9b2c16497b3e9f
1851,20260519_bmad_28_G,bmad,G,28,1d9b2c16497b3e9f
1852,20260519_bare_19_E,bare,E,19,1d9b2c16497b3e9f
1853,20260519_gsd_15_F,gsd,F,15,1d9b2c16497b3e9f
1854,20260519_superpowers_4_A,superpowers,A,4,1d9b2c16497b3e9f
1855,20260519_bigpowers_5_E,bigpowers,E,5,1d9b2c16497b3e9f
1856,20260519_bare_4_E,bare,E,4,1d9b2c16497b3e9f
1857,20260519_gsd_4_B,gsd,B,4,1d9b2c16497b3e9f
1858,20260519_spec-kit_24_I,spec-kit,I,24,1d9b2c16497b3e9f
1859,20260519_spec-kit_16_C,spec-kit,C,16,1d9b2c16497b3e9f
1860,20260519_spec-kit_14_F,spec-kit,F,14,1d9b2c16497b3e9f
1861,20260519_acps_20_B,acps,B,20,1d9b2c16497b3e9f
1862,20260519_gsd_6_I,gsd,I,6,1d9b2c16497b3e9f
1863,20260519_bare_25_I,bare,I,25,1d9b2c16497b3e9f
1864,20260519_bigpowers_3_A,bigpowers,A,3,1d9b2c16497b3e9f
1865,20260519_bmad_10_F,bmad,F,10,1d9b2c16497b3e9f
1866,20260519_bare_5_B,bare,B,5,1d9b2c16497b3e9f
1867,20260519_superpowers_1_C,superpowers,C,1,1d9b2c16497b3e9f
1868,20260519_bigpowers_14_A,bigpowers,A,14,1d9b2c16497b3e9f
1869,20260519_gsd_3_A,gsd,A,3,1d9b2c16497b3e9f
1870,20260519_gsd_25_I,gsd,I,25,1d9b2c16497b3e9f
1871,20260519_gsd_16_H,gsd,H,16,1d9b2c16497b3e9f
1872,20260519_bigpowers_30_D,bigpowers,D,30,1d9b2c16497b3e9f
